year_month,person_or_corporation,state_brazil,default_rate
2006-09-01,P,AM,6.75
2006-09-01,P,BA,8.31
2006-09-01,P,CE,7.35
2006-09-01,P,DF,4.85
2006-09-01,P,ES,4.12
2006-09-01,P,GO,7.75
2006-09-01,P,MA,9.71
2006-09-01,P,MT,13.97
2006-09-01,P,MS,5.68
2006-09-01,P,MG,5.06
2006-09-01,P,PA,6.63
2006-09-01,P,PB,5.79
2006-09-01,P,PR,5.83
2006-09-01,P,PE,8.50
2006-09-01,P,PI,8.05
2006-09-01,P,RJ,6.96
2006-09-01,P,RN,5.38
2006-09-01,P,RS,4.88
2006-09-01,P,RO,6.06
2006-09-01,P,RR,6.51
2006-09-01,P,SC,4.01
2006-09-01,P,SP,5.32
2006-09-01,P,SE,6.67
2006-09-01,P,TO,6.04
2006-10-01,P,AC,4.38
2006-10-01,P,AL,7.48
2006-10-01,P,AP,5.04
2006-10-01,P,AM,6.78
2006-10-01,P,BA,8.53
2006-10-01,P,CE,7.28
2006-10-01,P,DF,4.86
2006-10-01,P,ES,4.22
2006-10-01,P,GO,7.86
2006-10-01,P,MA,9.77
2006-10-01,P,MT,13.68
2006-10-01,P,MS,5.70
2006-10-01,P,MG,5.24
2006-10-01,P,PA,6.60
2006-10-01,P,PB,5.94
2006-10-01,P,PR,6.04
2006-10-01,P,PE,8.43
2006-10-01,P,PI,8.04
2006-10-01,P,RJ,7.10
2006-10-01,P,RN,5.39
2006-10-01,P,RS,5.05
2006-10-01,P,RO,6.04
2006-10-01,P,RR,6.31
2006-10-01,P,SC,4.17
2006-10-01,P,SP,5.48
2006-10-01,P,SE,6.91
2006-10-01,P,TO,6.42
2006-11-01,P,AC,4.13
2006-11-01,P,AL,7.68
2006-11-01,P,AP,4.85
2006-11-01,P,AM,6.65
2006-11-01,P,BA,7.78
2006-11-01,P,CE,7.10
2006-11-01,P,DF,4.58
2006-11-01,P,ES,4.05
2006-11-01,P,GO,5.63
2006-11-01,P,MA,9.11
2006-11-01,P,MT,9.40
2006-11-01,P,MS,4.73
2006-11-01,P,MG,4.74
2006-11-01,P,PA,6.22
2006-11-01,P,PB,5.72
2006-11-01,P,PR,4.89
2006-11-01,P,PE,8.26
2006-11-01,P,PI,7.80
2006-11-01,P,RJ,7.09
2006-11-01,P,RN,5.36
2006-11-01,P,RS,4.15
2006-11-01,P,RO,5.05
2006-11-01,P,RR,5.72
2006-11-01,P,SC,3.76
2006-11-01,P,SP,5.43
2006-11-01,P,SE,6.76
2006-11-01,P,TO,5.55
2006-12-01,P,AC,3.46
2006-12-01,P,AL,6.77
2006-12-01,P,AP,4.29
2006-12-01,P,AM,6.23
2006-12-01,P,BA,7.48
2006-12-01,P,CE,6.76
2006-12-01,P,DF,4.36
2006-12-01,P,ES,3.93
2006-12-01,P,GO,4.32
2006-12-01,P,MA,8.46
2006-12-01,P,MT,5.72
2006-12-01,P,MS,4.12
2006-12-01,P,MG,4.35
2006-12-01,P,PA,5.76
2006-12-01,P,PB,5.17
2006-12-01,P,PR,3.84
2006-12-01,P,PE,7.95
2006-12-01,P,PI,7.80
2006-12-01,P,RJ,6.62
2006-12-01,P,RN,4.96
2006-12-01,P,RS,3.59
2006-12-01,P,RO,4.30
2006-12-01,P,RR,5.37
2006-12-01,P,SC,3.48
2006-12-01,P,SP,5.12
2006-12-01,P,SE,6.57
2006-12-01,P,TO,4.61
2007-01-01,P,AC,3.66
2007-01-01,P,AL,6.75
2007-01-01,P,AP,4.20
2007-01-01,P,AM,6.17
2007-01-01,P,BA,7.60
2007-01-01,P,CE,6.60
2007-01-01,P,DF,4.25
2007-01-01,P,ES,3.89
2007-01-01,P,GO,4.31
2007-01-01,P,MA,8.24
2007-01-01,P,MT,5.60
2007-01-01,P,MS,4.23
2007-01-01,P,MG,4.34
2007-01-01,P,PA,5.80
2007-01-01,P,PB,5.09
2007-01-01,P,PR,3.96
2007-01-01,P,PE,7.73
2007-01-01,P,PI,7.70
2007-01-01,P,RJ,6.53
2007-01-01,P,RN,5.00
2007-01-01,P,RS,3.55
2007-01-01,P,RO,4.15
2007-01-01,P,RR,5.19
2007-01-01,P,SC,3.54
2007-01-01,P,SP,5.18
2007-01-01,P,SE,6.20
2007-01-01,P,TO,4.54
2007-02-01,P,AC,3.67
2007-02-01,P,AL,6.84
2007-02-01,P,AP,4.10
2007-02-01,P,AM,6.05
2007-02-01,P,BA,7.44
2007-02-01,P,CE,6.52
2007-02-01,P,DF,4.15
2007-02-01,P,ES,3.94
2007-02-01,P,GO,4.25
2007-02-01,P,MA,8.04
2007-02-01,P,MT,4.97
2007-02-01,P,MS,4.22
2007-02-01,P,MG,4.36
2007-02-01,P,PA,5.71
2007-02-01,P,PB,5.12
2007-02-01,P,PR,3.85
2007-02-01,P,PE,7.60
2007-02-01,P,PI,7.60
2007-02-01,P,RJ,6.41
2007-02-01,P,RN,5.06
2007-02-01,P,RS,3.53
2007-02-01,P,RO,4.18
2007-02-01,P,RR,5.22
2007-02-01,P,SC,3.60
2007-02-01,P,SP,5.08
2007-02-01,P,SE,6.28
2007-02-01,P,TO,4.55
2007-03-01,P,AC,3.68
2007-03-01,P,AL,6.93
2007-03-01,P,AP,4.00
2007-03-01,P,AM,5.93
2007-03-01,P,BA,7.27
2007-03-01,P,CE,6.45
2007-03-01,P,DF,4.05
2007-03-01,P,ES,3.98
2007-03-01,P,GO,4.19
2007-03-01,P,MA,7.83
2007-03-01,P,MT,4.34
2007-03-01,P,MS,4.22
2007-03-01,P,MG,4.39
2007-03-01,P,PA,5.62
2007-03-01,P,PB,5.14
2007-03-01,P,PR,3.74
2007-03-01,P,PE,7.48
2007-03-01,P,PI,7.50
2007-03-01,P,RJ,6.29
2007-03-01,P,RN,5.13
2007-03-01,P,RS,3.51
2007-03-01,P,RO,4.20
2007-03-01,P,RR,5.26
2007-03-01,P,SC,3.67
2007-03-01,P,SP,4.99
2007-03-01,P,SE,6.35
2007-03-01,P,TO,4.56
2007-04-01,P,AC,3.62
2007-04-01,P,AL,7.11
2007-04-01,P,AP,4.02
2007-04-01,P,AM,6.14
2007-04-01,P,BA,7.32
2007-04-01,P,CE,6.61
2007-04-01,P,DF,4.05
2007-04-01,P,ES,4.05
2007-04-01,P,GO,4.31
2007-04-01,P,MA,8.07
2007-04-01,P,MT,4.52
2007-04-01,P,MS,4.41
2007-04-01,P,MG,4.50
2007-04-01,P,PA,5.71
2007-04-01,P,PB,5.14
2007-04-01,P,PR,3.78
2007-04-01,P,PE,7.53
2007-04-01,P,PI,7.02
2007-04-01,P,RJ,6.25
2007-04-01,P,RN,5.25
2007-04-01,P,RS,3.49
2007-04-01,P,RO,4.17
2007-04-01,P,RR,5.46
2007-04-01,P,SC,3.71
2007-04-01,P,SP,5.10
2007-04-01,P,SE,6.25
2007-04-01,P,TO,4.78
2007-05-01,P,AC,3.71
2007-05-01,P,AL,7.11
2007-05-01,P,AP,4.06
2007-05-01,P,AM,6.57
2007-05-01,P,BA,7.35
2007-05-01,P,CE,6.55
2007-05-01,P,DF,4.23
2007-05-01,P,ES,4.12
2007-05-01,P,GO,4.42
2007-05-01,P,MA,8.06
2007-05-01,P,MT,5.14
2007-05-01,P,MS,4.69
2007-05-01,P,MG,4.47
2007-05-01,P,PA,5.95
2007-05-01,P,PB,5.12
2007-05-01,P,PR,3.93
2007-05-01,P,PE,7.60
2007-05-01,P,PI,6.93
2007-05-01,P,RJ,6.40
2007-05-01,P,RN,5.49
2007-05-01,P,RS,3.41
2007-05-01,P,RO,4.20
2007-05-01,P,RR,5.56
2007-05-01,P,SC,3.79
2007-05-01,P,SP,5.14
2007-05-01,P,SE,6.20
2007-05-01,P,TO,4.84
2007-06-01,P,AC,3.44
2007-06-01,P,AL,6.80
2007-06-01,P,AP,3.89
2007-06-01,P,AM,6.31
2007-06-01,P,BA,6.87
2007-06-01,P,CE,6.23
2007-06-01,P,DF,4.05
2007-06-01,P,ES,3.91
2007-06-01,P,GO,3.82
2007-06-01,P,MA,7.66
2007-06-01,P,MT,3.35
2007-06-01,P,MS,4.45
2007-06-01,P,MG,4.09
2007-06-01,P,PA,5.45
2007-06-01,P,PB,4.93
2007-06-01,P,PR,3.47
2007-06-01,P,PE,7.22
2007-06-01,P,PI,6.64
2007-06-01,P,RJ,6.05
2007-06-01,P,RN,5.34
2007-06-01,P,RS,3.07
2007-06-01,P,RO,3.87
2007-06-01,P,RR,5.27
2007-06-01,P,SC,3.67
2007-06-01,P,SP,4.84
2007-06-01,P,SE,5.80
2007-06-01,P,TO,4.18
2007-07-01,P,AC,3.33
2007-07-01,P,AL,6.73
2007-07-01,P,AP,3.95
2007-07-01,P,AM,6.42
2007-07-01,P,BA,7.50
2007-07-01,P,CE,6.36
2007-07-01,P,DF,4.12
2007-07-01,P,ES,3.89
2007-07-01,P,GO,3.90
2007-07-01,P,MA,7.73
2007-07-01,P,MT,3.83
2007-07-01,P,MS,4.79
2007-07-01,P,MG,4.01
2007-07-01,P,PA,5.40
2007-07-01,P,PB,4.90
2007-07-01,P,PR,3.54
2007-07-01,P,PE,7.38
2007-07-01,P,PI,6.44
2007-07-01,P,RJ,6.14
2007-07-01,P,RN,5.46
2007-07-01,P,RS,3.07
2007-07-01,P,RO,3.83
2007-07-01,P,RR,5.14
2007-07-01,P,SC,3.66
2007-07-01,P,SP,4.87
2007-07-01,P,SE,5.71
2007-07-01,P,TO,4.08
2007-08-01,P,AC,3.40
2007-08-01,P,AL,6.66
2007-08-01,P,AP,3.86
2007-08-01,P,AM,6.36
2007-08-01,P,BA,7.27
2007-08-01,P,CE,6.28
2007-08-01,P,DF,4.13
2007-08-01,P,ES,3.62
2007-08-01,P,GO,3.96
2007-08-01,P,MA,7.72
2007-08-01,P,MT,3.96
2007-08-01,P,MS,4.60
2007-08-01,P,MG,4.00
2007-08-01,P,PA,5.33
2007-08-01,P,PB,4.92
2007-08-01,P,PR,3.63
2007-08-01,P,PE,7.33
2007-08-01,P,PI,6.17
2007-08-01,P,RJ,6.08
2007-08-01,P,RN,5.44
2007-08-01,P,RS,3.15
2007-08-01,P,RO,3.74
2007-08-01,P,RR,5.28
2007-08-01,P,SC,3.68
2007-08-01,P,SP,4.79
2007-08-01,P,SE,5.54
2007-08-01,P,TO,4.31
2007-09-01,P,AC,3.33
2007-09-01,P,AL,6.54
2007-09-01,P,AP,4.00
2007-09-01,P,AM,6.26
2007-09-01,P,BA,7.05
2007-09-01,P,CE,6.14
2007-09-01,P,DF,4.14
2007-09-01,P,ES,3.63
2007-09-01,P,GO,3.82
2007-09-01,P,MA,7.72
2007-09-01,P,MT,3.63
2007-09-01,P,MS,4.64
2007-09-01,P,MG,3.87
2007-09-01,P,PA,5.10
2007-09-01,P,PB,4.89
2007-09-01,P,PR,3.63
2007-09-01,P,PE,7.17
2007-09-01,P,PI,6.21
2007-09-01,P,RJ,5.80
2007-09-01,P,RN,5.40
2007-09-01,P,RS,3.24
2007-09-01,P,RO,3.79
2007-09-01,P,RR,5.37
2007-09-01,P,SC,3.63
2007-09-01,P,SP,4.62
2007-09-01,P,SE,5.25
2007-09-01,P,TO,4.26
2007-10-01,P,AC,3.43
2007-10-01,P,AL,6.25
2007-10-01,P,AP,3.98
2007-10-01,P,AM,6.34
2007-10-01,P,BA,7.18
2007-10-01,P,CE,6.09
2007-10-01,P,DF,4.24
2007-10-01,P,ES,3.59
2007-10-01,P,GO,4.01
2007-10-01,P,MA,8.19
2007-10-01,P,MT,3.72
2007-10-01,P,MS,4.49
2007-10-01,P,MG,3.88
2007-10-01,P,PA,4.93
2007-10-01,P,PB,4.95
2007-10-01,P,PR,3.66
2007-10-01,P,PE,7.23
2007-10-01,P,PI,6.58
2007-10-01,P,RJ,5.91
2007-10-01,P,RN,5.26
2007-10-01,P,RS,3.46
2007-10-01,P,RO,3.65
2007-10-01,P,RR,5.51
2007-10-01,P,SC,3.52
2007-10-01,P,SP,4.38
2007-10-01,P,SE,5.25
2007-10-01,P,TO,4.16
2007-11-01,P,AC,3.50
2007-11-01,P,AL,6.24
2007-11-01,P,AP,4.01
2007-11-01,P,AM,6.45
2007-11-01,P,BA,7.27
2007-11-01,P,CE,6.17
2007-11-01,P,DF,4.41
2007-11-01,P,ES,3.70
2007-11-01,P,GO,4.18
2007-11-01,P,MA,8.10
2007-11-01,P,MT,4.08
2007-11-01,P,MS,4.51
2007-11-01,P,MG,3.98
2007-11-01,P,PA,4.93
2007-11-01,P,PB,5.05
2007-11-01,P,PR,3.69
2007-11-01,P,PE,7.29
2007-11-01,P,PI,6.48
2007-11-01,P,RJ,6.10
2007-11-01,P,RN,5.44
2007-11-01,P,RS,3.46
2007-11-01,P,RO,3.77
2007-11-01,P,RR,5.81
2007-11-01,P,SC,3.61
2007-11-01,P,SP,4.47
2007-11-01,P,SE,5.30
2007-11-01,P,TO,4.27
2007-12-01,P,AC,3.29
2007-12-01,P,AL,6.18
2007-12-01,P,AP,4.17
2007-12-01,P,AM,6.26
2007-12-01,P,BA,7.26
2007-12-01,P,CE,6.12
2007-12-01,P,DF,4.17
2007-12-01,P,ES,3.73
2007-12-01,P,GO,3.75
2007-12-01,P,MA,8.11
2007-12-01,P,MT,4.02
2007-12-01,P,MS,4.27
2007-12-01,P,MG,3.71
2007-12-01,P,PA,4.84
2007-12-01,P,PB,4.86
2007-12-01,P,PR,3.33
2007-12-01,P,PE,7.21
2007-12-01,P,PI,6.38
2007-12-01,P,RJ,5.86
2007-12-01,P,RN,5.36
2007-12-01,P,RS,3.07
2007-12-01,P,RO,3.53
2007-12-01,P,RR,5.92
2007-12-01,P,SC,3.53
2007-12-01,P,SP,4.31
2007-12-01,P,SE,5.04
2007-12-01,P,TO,4.34
2008-01-01,P,AC,3.19
2008-01-01,P,AL,6.24
2008-01-01,P,AP,4.14
2008-01-01,P,AM,6.20
2008-01-01,P,BA,7.49
2008-01-01,P,CE,6.10
2008-01-01,P,DF,4.14
2008-01-01,P,ES,3.77
2008-01-01,P,GO,3.90
2008-01-01,P,MA,7.87
2008-01-01,P,MT,4.34
2008-01-01,P,MS,4.41
2008-01-01,P,MG,3.87
2008-01-01,P,PA,5.07
2008-01-01,P,PB,4.86
2008-01-01,P,PR,3.57
2008-01-01,P,PE,7.18
2008-01-01,P,PI,6.39
2008-01-01,P,RJ,5.97
2008-01-01,P,RN,5.47
2008-01-01,P,RS,3.17
2008-01-01,P,RO,3.59
2008-01-01,P,RR,5.82
2008-01-01,P,SC,3.70
2008-01-01,P,SP,4.44
2008-01-01,P,SE,5.07
2008-01-01,P,TO,4.69
2008-02-01,P,AC,3.37
2008-02-01,P,AL,6.26
2008-02-01,P,AP,4.20
2008-02-01,P,AM,6.25
2008-02-01,P,BA,7.44
2008-02-01,P,CE,6.11
2008-02-01,P,DF,4.12
2008-02-01,P,ES,3.68
2008-02-01,P,GO,3.83
2008-02-01,P,MA,7.80
2008-02-01,P,MT,3.89
2008-02-01,P,MS,4.28
2008-02-01,P,MG,3.99
2008-02-01,P,PA,5.12
2008-02-01,P,PB,4.97
2008-02-01,P,PR,3.54
2008-02-01,P,PE,7.17
2008-02-01,P,PI,6.34
2008-02-01,P,RJ,6.12
2008-02-01,P,RN,5.64
2008-02-01,P,RS,3.13
2008-02-01,P,RO,3.70
2008-02-01,P,RR,5.73
2008-02-01,P,SC,3.78
2008-02-01,P,SP,4.53
2008-02-01,P,SE,5.30
2008-02-01,P,TO,4.64
2008-03-01,P,AC,3.53
2008-03-01,P,AL,6.37
2008-03-01,P,AP,4.25
2008-03-01,P,AM,6.18
2008-03-01,P,BA,7.43
2008-03-01,P,CE,6.08
2008-03-01,P,DF,4.06
2008-03-01,P,ES,3.83
2008-03-01,P,GO,3.72
2008-03-01,P,MA,7.75
2008-03-01,P,MT,3.32
2008-03-01,P,MS,4.20
2008-03-01,P,MG,3.92
2008-03-01,P,PA,5.12
2008-03-01,P,PB,5.05
2008-03-01,P,PR,3.45
2008-03-01,P,PE,7.12
2008-03-01,P,PI,6.44
2008-03-01,P,RJ,5.99
2008-03-01,P,RN,5.70
2008-03-01,P,RS,3.14
2008-03-01,P,RO,3.61
2008-03-01,P,RR,5.60
2008-03-01,P,SC,3.84
2008-03-01,P,SP,4.45
2008-03-01,P,SE,5.39
2008-03-01,P,TO,4.79
2008-04-01,P,AC,3.59
2008-04-01,P,AL,6.47
2008-04-01,P,AP,4.39
2008-04-01,P,AM,6.22
2008-04-01,P,BA,7.62
2008-04-01,P,CE,6.12
2008-04-01,P,DF,4.01
2008-04-01,P,ES,3.93
2008-04-01,P,GO,3.92
2008-04-01,P,MA,7.85
2008-04-01,P,MT,3.51
2008-04-01,P,MS,4.13
2008-04-01,P,MG,4.00
2008-04-01,P,PA,5.16
2008-04-01,P,PB,5.22
2008-04-01,P,PR,3.49
2008-04-01,P,PE,7.13
2008-04-01,P,PI,6.44
2008-04-01,P,RJ,6.14
2008-04-01,P,RN,5.74
2008-04-01,P,RS,3.13
2008-04-01,P,RO,3.84
2008-04-01,P,RR,5.52
2008-04-01,P,SC,3.91
2008-04-01,P,SP,4.57
2008-04-01,P,SE,5.66
2008-04-01,P,TO,4.98
2008-05-01,P,AC,4.17
2008-05-01,P,AL,6.50
2008-05-01,P,AP,4.66
2008-05-01,P,AM,6.44
2008-05-01,P,BA,7.69
2008-05-01,P,CE,6.36
2008-05-01,P,DF,4.18
2008-05-01,P,ES,4.15
2008-05-01,P,GO,4.44
2008-05-01,P,MA,8.36
2008-05-01,P,MT,4.39
2008-05-01,P,MS,4.41
2008-05-01,P,MG,4.27
2008-05-01,P,PA,5.59
2008-05-01,P,PB,5.42
2008-05-01,P,PR,3.74
2008-05-01,P,PE,7.29
2008-05-01,P,PI,6.50
2008-05-01,P,RJ,6.45
2008-05-01,P,RN,5.91
2008-05-01,P,RS,3.39
2008-05-01,P,RO,4.22
2008-05-01,P,RR,5.83
2008-05-01,P,SC,4.08
2008-05-01,P,SP,4.68
2008-05-01,P,SE,5.42
2008-05-01,P,TO,5.41
2008-06-01,P,AC,4.12
2008-06-01,P,AL,6.17
2008-06-01,P,AP,4.57
2008-06-01,P,AM,6.33
2008-06-01,P,BA,7.40
2008-06-01,P,CE,6.21
2008-06-01,P,DF,3.99
2008-06-01,P,ES,4.02
2008-06-01,P,GO,4.22
2008-06-01,P,MA,7.83
2008-06-01,P,MT,4.24
2008-06-01,P,MS,4.08
2008-06-01,P,MG,3.94
2008-06-01,P,PA,5.43
2008-06-01,P,PB,5.30
2008-06-01,P,PR,3.52
2008-06-01,P,PE,7.14
2008-06-01,P,PI,6.28
2008-06-01,P,RJ,6.03
2008-06-01,P,RN,5.77
2008-06-01,P,RS,3.23
2008-06-01,P,RO,4.02
2008-06-01,P,RR,5.77
2008-06-01,P,SC,3.85
2008-06-01,P,SP,4.28
2008-06-01,P,SE,5.36
2008-06-01,P,TO,5.44
2008-07-01,P,AC,4.14
2008-07-01,P,AL,6.30
2008-07-01,P,AP,4.84
2008-07-01,P,AM,6.47
2008-07-01,P,BA,7.48
2008-07-01,P,CE,6.24
2008-07-01,P,DF,4.02
2008-07-01,P,ES,4.08
2008-07-01,P,GO,4.20
2008-07-01,P,MA,7.64
2008-07-01,P,MT,4.18
2008-07-01,P,MS,4.11
2008-07-01,P,MG,3.96
2008-07-01,P,PA,5.55
2008-07-01,P,PB,5.37
2008-07-01,P,PR,3.54
2008-07-01,P,PE,7.21
2008-07-01,P,PI,6.24
2008-07-01,P,RJ,6.21
2008-07-01,P,RN,5.99
2008-07-01,P,RS,3.29
2008-07-01,P,RO,4.13
2008-07-01,P,RR,5.99
2008-07-01,P,SC,3.81
2008-07-01,P,SP,4.34
2008-07-01,P,SE,5.33
2008-07-01,P,TO,5.35
2008-08-01,P,AC,4.05
2008-08-01,P,AL,6.53
2008-08-01,P,AP,4.91
2008-08-01,P,AM,6.52
2008-08-01,P,BA,7.58
2008-08-01,P,CE,6.55
2008-08-01,P,DF,4.09
2008-08-01,P,ES,4.10
2008-08-01,P,GO,4.43
2008-08-01,P,MA,7.50
2008-08-01,P,MT,4.81
2008-08-01,P,MS,4.01
2008-08-01,P,MG,4.02
2008-08-01,P,PA,5.70
2008-08-01,P,PB,5.42
2008-08-01,P,PR,3.68
2008-08-01,P,PE,7.20
2008-08-01,P,PI,6.14
2008-08-01,P,RJ,6.36
2008-08-01,P,RN,6.10
2008-08-01,P,RS,3.40
2008-08-01,P,RO,4.26
2008-08-01,P,RR,6.07
2008-08-01,P,SC,3.84
2008-08-01,P,SP,4.49
2008-08-01,P,SE,5.44
2008-08-01,P,TO,5.62
2008-09-01,P,AC,4.16
2008-09-01,P,AL,6.47
2008-09-01,P,AP,4.93
2008-09-01,P,AM,6.51
2008-09-01,P,BA,7.45
2008-09-01,P,CE,6.24
2008-09-01,P,DF,4.08
2008-09-01,P,ES,4.09
2008-09-01,P,GO,4.07
2008-09-01,P,MA,7.25
2008-09-01,P,MT,3.91
2008-09-01,P,MS,3.78
2008-09-01,P,MG,3.76
2008-09-01,P,PA,5.67
2008-09-01,P,PB,5.44
2008-09-01,P,PR,3.40
2008-09-01,P,PE,7.07
2008-09-01,P,PI,6.08
2008-09-01,P,RJ,6.15
2008-09-01,P,RN,5.95
2008-09-01,P,RS,3.29
2008-09-01,P,RO,4.18
2008-09-01,P,RR,5.69
2008-09-01,P,SC,3.72
2008-09-01,P,SP,4.41
2008-09-01,P,SE,5.38
2008-09-01,P,TO,5.35
2008-10-01,P,AC,4.68
2008-10-01,P,AL,6.64
2008-10-01,P,AP,5.56
2008-10-01,P,AM,6.71
2008-10-01,P,BA,7.61
2008-10-01,P,CE,6.07
2008-10-01,P,DF,4.17
2008-10-01,P,ES,4.21
2008-10-01,P,GO,4.34
2008-10-01,P,MA,7.46
2008-10-01,P,MT,4.91
2008-10-01,P,MS,3.70
2008-10-01,P,MG,3.88
2008-10-01,P,PA,5.85
2008-10-01,P,PB,5.72
2008-10-01,P,PR,3.49
2008-10-01,P,PE,7.07
2008-10-01,P,PI,6.40
2008-10-01,P,RJ,6.37
2008-10-01,P,RN,6.29
2008-10-01,P,RS,3.32
2008-10-01,P,RO,4.42
2008-10-01,P,RR,6.00
2008-10-01,P,SC,3.68
2008-10-01,P,SP,4.51
2008-10-01,P,SE,5.40
2008-10-01,P,TO,5.77
2008-11-01,P,AC,4.87
2008-11-01,P,AL,6.69
2008-11-01,P,AP,5.84
2008-11-01,P,AM,6.91
2008-11-01,P,BA,7.69
2008-11-01,P,CE,6.06
2008-11-01,P,DF,4.44
2008-11-01,P,ES,4.30
2008-11-01,P,GO,4.57
2008-11-01,P,MA,7.40
2008-11-01,P,MT,5.05
2008-11-01,P,MS,3.96
2008-11-01,P,MG,3.95
2008-11-01,P,PA,5.98
2008-11-01,P,PB,5.72
2008-11-01,P,PR,3.59
2008-11-01,P,PE,7.14
2008-11-01,P,PI,6.69
2008-11-01,P,RJ,6.64
2008-11-01,P,RN,6.49
2008-11-01,P,RS,3.33
2008-11-01,P,RO,4.57
2008-11-01,P,RR,6.65
2008-11-01,P,SC,3.74
2008-11-01,P,SP,4.68
2008-11-01,P,SE,5.49
2008-11-01,P,TO,5.74
2008-12-01,P,AC,5.06
2008-12-01,P,AL,6.67
2008-12-01,P,AP,6.00
2008-12-01,P,AM,7.02
2008-12-01,P,BA,7.45
2008-12-01,P,CE,5.98
2008-12-01,P,DF,4.42
2008-12-01,P,ES,4.42
2008-12-01,P,GO,4.47
2008-12-01,P,MA,7.25
2008-12-01,P,MT,4.13
2008-12-01,P,MS,3.59
2008-12-01,P,MG,4.08
2008-12-01,P,PA,5.97
2008-12-01,P,PB,5.78
2008-12-01,P,PR,3.60
2008-12-01,P,PE,7.04
2008-12-01,P,PI,6.32
2008-12-01,P,RJ,6.79
2008-12-01,P,RN,6.38
2008-12-01,P,RS,3.40
2008-12-01,P,RO,4.80
2008-12-01,P,RR,6.41
2008-12-01,P,SC,3.69
2008-12-01,P,SP,4.83
2008-12-01,P,SE,5.53
2008-12-01,P,TO,5.90
2009-01-01,P,AC,5.39
2009-01-01,P,AL,6.94
2009-01-01,P,AP,6.51
2009-01-01,P,AM,7.35
2009-01-01,P,BA,8.45
2009-01-01,P,CE,6.11
2009-01-01,P,DF,4.75
2009-01-01,P,ES,4.81
2009-01-01,P,GO,5.12
2009-01-01,P,MA,7.68
2009-01-01,P,MT,5.02
2009-01-01,P,MS,4.12
2009-01-01,P,MG,4.53
2009-01-01,P,PA,6.43
2009-01-01,P,PB,6.06
2009-01-01,P,PR,4.11
2009-01-01,P,PE,7.51
2009-01-01,P,PI,6.58
2009-01-01,P,RJ,7.15
2009-01-01,P,RN,6.68
2009-01-01,P,RS,3.83
2009-01-01,P,RO,5.52
2009-01-01,P,RR,7.00
2009-01-01,P,SC,3.96
2009-01-01,P,SP,5.25
2009-01-01,P,SE,5.73
2009-01-01,P,TO,6.45
2009-02-01,P,AC,5.33
2009-02-01,P,AL,7.08
2009-02-01,P,AP,6.93
2009-02-01,P,AM,7.49
2009-02-01,P,BA,8.60
2009-02-01,P,CE,6.26
2009-02-01,P,DF,4.96
2009-02-01,P,ES,5.00
2009-02-01,P,GO,5.31
2009-02-01,P,MA,7.82
2009-02-01,P,MT,4.85
2009-02-01,P,MS,4.29
2009-02-01,P,MG,4.80
2009-02-01,P,PA,6.73
2009-02-01,P,PB,6.19
2009-02-01,P,PR,4.28
2009-02-01,P,PE,7.56
2009-02-01,P,PI,6.70
2009-02-01,P,RJ,7.47
2009-02-01,P,RN,6.87
2009-02-01,P,RS,4.01
2009-02-01,P,RO,5.83
2009-02-01,P,RR,7.30
2009-02-01,P,SC,4.10
2009-02-01,P,SP,5.48
2009-02-01,P,SE,5.89
2009-02-01,P,TO,6.50
2009-03-01,P,AC,5.74
2009-03-01,P,AL,7.19
2009-03-01,P,AP,7.26
2009-03-01,P,AM,7.59
2009-03-01,P,BA,8.62
2009-03-01,P,CE,6.35
2009-03-01,P,DF,5.04
2009-03-01,P,ES,5.20
2009-03-01,P,GO,5.50
2009-03-01,P,MA,7.96
2009-03-01,P,MT,4.86
2009-03-01,P,MS,4.36
2009-03-01,P,MG,5.11
2009-03-01,P,PA,6.95
2009-03-01,P,PB,6.28
2009-03-01,P,PR,4.37
2009-03-01,P,PE,7.49
2009-03-01,P,PI,6.84
2009-03-01,P,RJ,7.55
2009-03-01,P,RN,6.99
2009-03-01,P,RS,4.08
2009-03-01,P,RO,5.91
2009-03-01,P,RR,7.51
2009-03-01,P,SC,4.19
2009-03-01,P,SP,5.71
2009-03-01,P,SE,5.90
2009-03-01,P,TO,6.67
2009-04-01,P,AC,6.00
2009-04-01,P,AL,7.10
2009-04-01,P,AP,7.33
2009-04-01,P,AM,7.59
2009-04-01,P,BA,8.62
2009-04-01,P,CE,6.28
2009-04-01,P,DF,5.01
2009-04-01,P,ES,5.35
2009-04-01,P,GO,5.96
2009-04-01,P,MA,8.20
2009-04-01,P,MT,6.46
2009-04-01,P,MS,4.72
2009-04-01,P,MG,5.27
2009-04-01,P,PA,7.10
2009-04-01,P,PB,6.22
2009-04-01,P,PR,4.71
2009-04-01,P,PE,7.45
2009-04-01,P,PI,6.88
2009-04-01,P,RJ,7.61
2009-04-01,P,RN,6.81
2009-04-01,P,RS,4.30
2009-04-01,P,RO,6.14
2009-04-01,P,RR,7.43
2009-04-01,P,SC,4.31
2009-04-01,P,SP,5.86
2009-04-01,P,SE,6.06
2009-04-01,P,TO,6.90
2009-05-01,P,AC,6.28
2009-05-01,P,AL,7.21
2009-05-01,P,AP,7.58
2009-05-01,P,AM,7.85
2009-05-01,P,BA,8.47
2009-05-01,P,CE,6.58
2009-05-01,P,DF,5.27
2009-05-01,P,ES,5.58
2009-05-01,P,GO,5.93
2009-05-01,P,MA,8.09
